seed,step,Delta,candidate,reaction_N,ratio_to_legacy_abs,agreement_with_exact_abs_error_N,agreement_with_exact_rel_error,legacy_top_sigma_integral_N,physical_interpretability,future_reliable,alpha0p8_through_crack
7,4,2e-05,R_legacy_top_sigma,0.6410805090381484,1.0,0.9454159717024584,0.5959143201257655,0.6410805090381484,legacy top-boundary postprocessed sigma integral,False,False
7,4,2e-05,R_energy_consistent_top_boundary_sigma,1.5963495595979227,2.490092175775273,0.0098530788573159,0.0062105897976630214,0.6410805090381484,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,4,2e-05,R_postprocessed_sigma_virtual_work,0.9621469653211534,1.5008208044957103,0.6243495154194534,0.39353980484595535,0.6410805090381484,virtual work from existing postprocessed sigma_tm_eff,True,False
7,5,2.5e-05,R_energy_exact,1.7821155488491058,2.597424845983088,0.0,0.0,0.6861086093039972,energy-conjugate to actual checkpoint mechanics objective,True,False
7,5,2.5e-05,R_virtual_energy_autograd_sigma,1.7821155488491058,2.597424845983088,0.0,0.0,0.6861086093039972,same as exact energy derivative if autograd stress is correct,True,False
7,5,2.5e-05,R_current_trial_energy,1.8142890185117722,2.644317523361534,0.03217346966266632,0.01805352614954963,0.6861086093039972,"current-strain mechanics diagnostic, not training history branch",True,False
7,5,2.5e-05,R_history_branch_energy,1.7821155488491058,2.597424845983088,0.0,0.0,0.6861086093039972,training-objective energy reaction,True,False
7,5,2.5e-05,R_legacy_top_sigma,0.6861086093039972,1.0,1.0960069395451086,0.6150032977675955,0.6861086093039972,legacy top-boundary postprocessed sigma integral,False,False
7,5,2.5e-05,R_energy_consistent_top_boundary_sigma,1.6929121173711912,2.467411273396666,0.08920343147791465,0.05005479669122601,0.6861086093039972,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,5,2.5e-05,R_postprocessed_sigma_virtual_work,0.9398891124874353,1.3698838634904733,0.8422264363616705,0.4725992301147825,0.6861086093039972,virtual work from existing postprocessed sigma_tm_eff,True,False
7,6,3e-05,R_energy_exact,1.8339642556384206,2.6439108949213646,0.0,0.0,0.6936558486752507,energy-conjugate to actual checkpoint mechanics objective,True,False
7,6,3e-05,R_virtual_energy_autograd_sigma,1.8339641392230988,2.6439107270927185,1.1641532182693481e-07,6.34774213668682e-08,0.6936558486752507,same as exact energy derivative if autograd stress is correct,True,False
7,6,3e-05,R_current_trial_energy,1.9407698418945074,2.797885789618879,0.10680558625608683,0.05823755066529733,0.6936558486752507,"current-strain mechanics diagnostic, not training history branch",True,False
7,6,3e-05,R_history_branch_energy,1.8339642556384206,2.6439108949213646,0.0,0.0,0.6936558486752507,training-objective energy reaction,True,False
7,6,3e-05,R_legacy_top_sigma,0.6936558486752507,1.0,1.14030840696317,0.6217724273836611,0.6936558486752507,legacy top-boundary postprocessed sigma integral,False,False
7,6,3e-05,R_energy_consistent_top_boundary_sigma,1.7623367905554466,2.5406500845068503,0.07162746508297402,0.03905608566947768,0.6936558486752507,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,6,3e-05,R_postprocessed_sigma_virtual_work,0.4658364341594279,0.671567081931315,1.3681278214789927,0.7459948127520808,0.6936558486752507,virtual work from existing postprocessed sigma_tm_eff,True,False
7,7,3.5e-05,R_energy_exact,1.731373369693756,2.517545072718763,0.0,0.0,0.6877228886408776,energy-conjugate to actual checkpoint mechanics objective,True,False
7,7,3.5e-05,R_virtual_energy_autograd_sigma,1.731373369693756,2.517545072718763,0.0,0.0,0.6877228886408776,same as exact energy derivative if autograd stress is correct,True,False
7,7,3.5e-05,R_current_trial_energy,1.9654149655252695,2.857858881808412,0.2340415958315134,0.1351768485805638,0.6877228886408776,"current-strain mechanics diagnostic, not training history branch",True,False
7,7,3.5e-05,R_history_branch_energy,1.731373369693756,2.517545072718763,0.0,0.0,0.6877228886408776,training-objective energy reaction,True,False
7,7,3.5e-05,R_legacy_top_sigma,0.6877228886408776,1.0,1.0436504810528784,0.6027876478413656,0.6877228886408776,legacy top-boundary postprocessed sigma integral,False,False
7,7,3.5e-05,R_energy_consistent_top_boundary_sigma,1.7471458295615792,2.540479397180457,0.015772459867823052,0.009109796964598613,0.6877228886408776,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,7,3.5e-05,R_postprocessed_sigma_virtual_work,-0.7361004827544093,1.0703446037824023,2.4674738524481654,1.4251540976887096,0.6877228886408776,virtual work from existing postprocessed sigma_tm_eff,True,False
7,8,4e-05,R_energy_exact,1.4293115818873048,2.1327430247987955,0.0,0.0,0.6701752462756956,energy-conjugate to actual checkpoint mechanics objective,True,False
7,8,4e-05,R_virtual_energy_autograd_sigma,1.4293116983026266,2.1327431985075718,1.1641532182693481e-07,8.144852620113567e-08,0.6701752462756956,same as exact energy derivative if autograd stress is correct,True,False
7,8,4e-05,R_current_trial_energy,1.8960180459544063,2.8291376867333975,0.4667064640671015,0.32652534967277647,0.6701752462756956,"current-strain mechanics diagnostic, not training history branch",True,False
7,8,4e-05,R_history_branch_energy,1.4293115818873048,2.1327430247987955,0.0,0.0,0.6701752462756956,training-objective energy reaction,True,False
7,8,4e-05,R_legacy_top_sigma,0.6701752462756956,1.0,0.7591363356116092,0.5311202576342545,0.6701752462756956,legacy top-boundary postprocessed sigma integral,False,False
7,8,4e-05,R_energy_consistent_top_boundary_sigma,1.3209714724310393,1.971083652778814,0.10834010945626549,0.07579880470373719,0.6701752462756956,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,8,4e-05,R_postprocessed_sigma_virtual_work,-2.9465779662132263,4.396727546396227,4.375889548100531,3.061536479206639,0.6701752462756956,virtual work from existing postprocessed sigma_tm_eff,True,False
7,9,4.5e-05,R_energy_exact,1.007041078992188,1.4600756943598838,0.0,0.0,0.6897184049308401,energy-conjugate to actual checkpoint mechanics objective,True,False
7,9,4.5e-05,R_virtual_energy_autograd_sigma,1.007041078992188,1.4600756943598838,0.0,0.0,0.6897184049308401,same as exact energy derivative if autograd stress is correct,True,False
7,9,4.5e-05,R_current_trial_energy,1.7477304209023714,2.533976777200285,0.7406893419101834,0.7355105539998823,0.6897184049308401,"current-strain mechanics diagnostic, not training history branch",True,False
7,9,4.5e-05,R_history_branch_energy,1.007041078992188,1.4600756943598838,0.0,0.0,0.6897184049308401,training-objective energy reaction,True,False
7,9,4.5e-05,R_legacy_top_sigma,0.6897184049308401,1.0,0.31732267406134784,0.3151040018932628,0.6897184049308401,legacy top-boundary postprocessed sigma integral,False,False
7,9,4.5e-05,R_energy_consistent_top_boundary_sigma,0.9805140554993659,1.4216150366433742,0.0265270234928221,0.026341550554590514,0.6897184049308401,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,9,4.5e-05,R_postprocessed_sigma_virtual_work,-6.195499561727047,8.982650770858124,7.202540640719235,7.152181565351127,0.6897184049308401,virtual work from existing postprocessed sigma_tm_eff,True,False
7,10,4.7e-05,R_energy_exact,0.8521633571945131,1.194997280954907,0.0,0.0,0.713109034451995,energy-conjugate to actual checkpoint mechanics objective,True,False
7,10,4.7e-05,R_virtual_energy_autograd_sigma,0.852163415402174,1.1949973625800976,5.820766091346741e-08,6.83057543158137e-08,0.713109034451995,same as exact energy derivative if autograd stress is correct,True,False
7,10,4.7e-05,R_current_trial_energy,1.6764310421422124,2.3508761790271024,0.8242676849476993,0.9672648770786721,0.713109034451995,"current-strain mechanics diagnostic, not training history branch",True,False
7,10,4.7e-05,R_history_branch_energy,0.8521633571945131,1.194997280954907,0.0,0.0,0.713109034451995,training-objective energy reaction,True,False
7,10,4.7e-05,R_legacy_top_sigma,0.713109034451995,1.0,0.13905432274251806,0.16317801225379114,0.713109034451995,legacy top-boundary postprocessed sigma integral,False,False
7,10,4.7e-05,R_energy_consistent_top_boundary_sigma,0.503200535690493,0.7056431925269169,0.34896282150402014,0.40950226099004466,0.713109034451995,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,10,4.7e-05,R_postprocessed_sigma_virtual_work,-7.978897541761398,11.188888593864142,8.831060898955911,10.363107993788274,0.713109034451995,virtual work from existing postprocessed sigma_tm_eff,True,False
7,11,4.9e-05,R_energy_exact,0.6778757669962943,0.9480312009541955,0.0,0.0,0.7150352924186576,energy-conjugate to actual checkpoint mechanics objective,True,False
7,11,4.9e-05,R_virtual_energy_autograd_sigma,0.6778757087886333,0.9480311195488976,5.820766091346741e-08,8.586774118123272e-08,0.7150352924186576,same as exact energy derivative if autograd stress is correct,True,False
7,11,4.9e-05,R_current_trial_energy,1.6020399052649736,2.2405046607503247,0.9241641382686794,1.3633237582215143,0.7150352924186576,"current-strain mechanics diagnostic, not training history branch",True,False
7,11,4.9e-05,R_history_branch_energy,0.6778757669962943,0.9480312009541955,0.0,0.0,0.7150352924186576,training-objective energy reaction,True,False
7,11,4.9e-05,R_legacy_top_sigma,0.7150352924186576,1.0,0.03715952542236334,0.05481760409731017,0.7150352924186576,legacy top-boundary postprocessed sigma integral,False,False
7,11,4.9e-05,R_energy_consistent_top_boundary_sigma,0.4993644264899859,0.6983773133782674,0.17851134050630835,0.2633393155464196,0.7150352924186576,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,11,4.9e-05,R_postprocessed_sigma_virtual_work,-10.01704391092062,14.009160131155566,10.694919677916914,15.777108724961074,0.7150352924186576,virtual work from existing postprocessed sigma_tm_eff,True,False
7,12,5.1e-05,R_energy_exact,0.4787435755133629,0.6715837203089304,0.0,0.0,0.7128576245015877,energy-conjugate to actual checkpoint mechanics objective,True,False
7,12,5.1e-05,R_virtual_energy_autograd_sigma,0.47874351730570197,0.6715836386549523,5.820766091346741e-08,1.2158421311669945e-07,0.7128576245015877,same as exact energy derivative if autograd stress is correct,True,False
7,12,5.1e-05,R_current_trial_energy,1.5212635044008493,2.1340355382527876,1.0425199288874865,2.177616540899957,0.7128576245015877,"current-strain mechanics diagnostic, not training history branch",True,False
7,12,5.1e-05,R_history_branch_energy,0.4787435755133629,0.6715837203089304,0.0,0.0,0.7128576245015877,training-objective energy reaction,True,False
7,12,5.1e-05,R_legacy_top_sigma,0.7128576245015877,1.0,0.23411404898822485,0.4890176306536988,0.7128576245015877,legacy top-boundary postprocessed sigma integral,False,False
7,12,5.1e-05,R_energy_consistent_top_boundary_sigma,0.5017737399364286,0.7038905423607642,0.023030164423065713,0.04810542762557215,0.7128576245015877,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,12,5.1e-05,R_postprocessed_sigma_virtual_work,-12.233088724315166,17.16063391040846,12.71183229982853,26.55248644579192,0.7128576245015877,virtual work from existing postprocessed sigma_tm_eff,True,False
7,13,5.3e-05,R_energy_exact,0.2679606550373137,0.37447160948703556,0.0,0.0,0.7155700145182586,energy-conjugate to actual checkpoint mechanics objective,True,False
7,13,5.3e-05,R_virtual_energy_autograd_sigma,0.2679605386219919,0.374471446798103,1.1641532182693481e-07,4.3444931051808295e-07,0.7155700145182586,same as exact energy derivative if autograd stress is correct,True,False
7,13,5.3e-05,R_current_trial_energy,1.4326958917081356,2.0021742983077147,1.164735236670822,4.346665134508765,0.7155700145182586,"current-strain mechanics diagnostic, not training history branch",True,False
7,13,5.3e-05,R_history_branch_energy,0.2679606550373137,0.37447160948703556,0.0,0.0,0.7155700145182586,training-objective energy reaction,True,False
7,13,5.3e-05,R_legacy_top_sigma,0.7155700145182586,1.0,0.44760935948094493,1.670429412178497,0.7155700145182586,legacy top-boundary postprocessed sigma integral,False,False
7,13,5.3e-05,R_energy_consistent_top_boundary_sigma,0.26104962354494765,0.3648135308194732,0.006911031492366049,0.02579121733899211,0.7155700145182586,boundary integral of energy-autograd stress; diagnostic traction proxy,False,False
7,13,5.3e-05,R_postprocessed_sigma_virtual_work,-14.832749031484127,20.7285782390839,15.10070968652144,56.35420500229281,0.7155700145182586,virtual work from existing postprocessed sigma_tm_eff,True,False
7,14,5.5e-05,R_energy_exact,0.15983432240318507,0.2259895207484542,0.0,0.0,0.7072643097513112,energy-conjugate to actual checkpoint mechanics objective,True,True
7,14,5.5e-05,R_virtual_energy_autograd_sigma,0.15983422053977847,0.22598937672392871,1.0186340659856796e-07,6.373062122515564e-07,0.7072643097513112,same as exact energy derivative if autograd stress is correct,True,True
7,14,5.5e-05,R_current_trial_energy,1.352899707853794,1.9128629696152797,1.193065385450609,7.464387920643723,0.7072643097513112,"current-strain mechanics diagnostic, not training history branch",True,True
7,14,5.5e-05,R_history_branch_energy,0.15983432240318507,0.2259895207484542,0.0,0.0,0.7072643097513112,training-objective energy reaction,True,True
7,14,5.5e-05,R_legacy_top_sigma,0.7072643097513112,1.0,0.5474299873481261,3.4249839403530844,0.7072643097513112,legacy top-boundary postprocessed sigma integral,False,True
7,14,5.5e-05,R_energy_consistent_top_boundary_sigma,0.5014673368436846,0.7090239531809699,0.34163301444049954,2.137419606151449,0.7072643097513112,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,14,5.5e-05,R_postprocessed_sigma_virtual_work,-17.60835014283657,24.896421182383758,17.768184465239756,111.16626390431448,0.7072643097513112,virtual work from existing postprocessed sigma_tm_eff,True,True
7,15,5.7e-05,R_energy_exact,0.11356447066646069,0.16127819608684546,0.0,0.0,0.7041526593297722,energy-conjugate to actual checkpoint mechanics objective,True,True
7,15,5.7e-05,R_virtual_energy_autograd_sigma,0.11356449249433354,0.1612782270856247,2.1827872842550278e-08,1.9220688226213662e-07,0.7041526593297722,same as exact energy derivative if autograd stress is correct,True,True
7,15,5.7e-05,R_current_trial_energy,1.2962331529706717,1.840841095742583,1.182668682304211,10.4140729522503,0.7041526593297722,"current-strain mechanics diagnostic, not training history branch",True,True
7,15,5.7e-05,R_history_branch_energy,0.11356447066646069,0.16127819608684546,0.0,0.0,0.7041526593297722,training-objective energy reaction,True,True
7,15,5.7e-05,R_legacy_top_sigma,0.7041526593297722,1.0,0.5905881886633115,5.20046617747087,0.7041526593297722,legacy top-boundary postprocessed sigma integral,False,True
7,15,5.7e-05,R_energy_consistent_top_boundary_sigma,-0.004002555630004158,0.005684215740680263,0.11756702629646484,1.0352447874455355,0.7041526593297722,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,15,5.7e-05,R_postprocessed_sigma_virtual_work,-20.227305591106415,28.72573911793389,20.340870061772875,179.11297382360098,0.7041526593297722,virtual work from existing postprocessed sigma_tm_eff,True,True
7,16,5.9e-05,R_energy_exact,0.07449212716892362,0.10816425594967274,0.0,0.0,0.688694490752876,energy-conjugate to actual checkpoint mechanics objective,True,True
7,16,5.9e-05,R_virtual_energy_autograd_sigma,0.07449212716892362,0.10816425594967274,0.0,0.0,0.688694490752876,same as exact energy derivative if autograd stress is correct,True,True
7,16,5.9e-05,R_current_trial_energy,1.2289575533941388,1.7844742043030588,1.1544654262252152,15.497817958765868,0.688694490752876,"current-strain mechanics diagnostic, not training history branch",True,True
7,16,5.9e-05,R_history_branch_energy,0.07449212716892362,0.10816425594967274,0.0,0.0,0.688694490752876,training-objective energy reaction,True,True
7,16,5.9e-05,R_legacy_top_sigma,0.688694490752876,1.0,0.6142023635839524,8.245198344130296,0.688694490752876,legacy top-boundary postprocessed sigma integral,False,True
7,16,5.9e-05,R_energy_consistent_top_boundary_sigma,0.0,0.0,0.07449212716892362,1.0,0.688694490752876,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,16,5.9e-05,R_postprocessed_sigma_virtual_work,-23.43406341969967,34.026790883838366,23.508555546868593,315.58443073533033,0.688694490752876,virtual work from existing postprocessed sigma_tm_eff,True,True
7,17,6.1e-05,R_energy_exact,0.03537354859872721,0.05106669369061632,0.0,0.0,0.6926931438529224,energy-conjugate to actual checkpoint mechanics objective,True,True
7,17,6.1e-05,R_virtual_energy_autograd_sigma,0.035373544960748404,0.051066688438682124,3.637978807091713e-09,1.0284460991913637e-07,0.6926931438529224,same as exact energy derivative if autograd stress is correct,True,True
7,17,6.1e-05,R_current_trial_energy,1.1704900534823537,1.689767054675628,1.1351165048836265,32.089415674978945,0.6926931438529224,"current-strain mechanics diagnostic, not training history branch",True,True
7,17,6.1e-05,R_history_branch_energy,0.03537354859872721,0.05106669369061632,0.0,0.0,0.6926931438529224,training-objective energy reaction,True,True
7,17,6.1e-05,R_legacy_top_sigma,0.6926931438529224,1.0,0.6573195952541951,18.582235068093972,0.6926931438529224,legacy top-boundary postprocessed sigma integral,False,True
7,17,6.1e-05,R_energy_consistent_top_boundary_sigma,0.0,0.0,0.03537354859872721,1.0,0.6926931438529224,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,17,6.1e-05,R_postprocessed_sigma_virtual_work,-26.847772300243378,38.75853621260021,26.883145848842105,759.9787670103699,0.6926931438529224,virtual work from existing postprocessed sigma_tm_eff,True,True
7,18,6.3e-05,R_energy_exact,0.03455582555034198,0.05075567107051966,0.0,0.0,0.6808268873507809,energy-conjugate to actual checkpoint mechanics objective,True,True
7,18,6.3e-05,R_virtual_energy_autograd_sigma,0.03455580736044794,0.050755644353164084,1.8189894035458565e-08,5.263915344450091e-07,0.6808268873507809,same as exact energy derivative if autograd stress is correct,True,True
7,18,6.3e-05,R_current_trial_energy,1.125974697060883,1.6538340626385246,1.091418871510541,31.58422217175882,0.6808268873507809,"current-strain mechanics diagnostic, not training history branch",True,True
7,18,6.3e-05,R_history_branch_energy,0.03455582555034198,0.05075567107051966,0.0,0.0,0.6808268873507809,training-objective energy reaction,True,True
7,18,6.3e-05,R_legacy_top_sigma,0.6808268873507809,1.0,0.6462710618004389,18.702231867067727,0.6808268873507809,legacy top-boundary postprocessed sigma integral,False,True
7,18,6.3e-05,R_energy_consistent_top_boundary_sigma,-0.001985251102191207,0.002915941099089335,0.036541076652533186,1.0574505476449705,0.6808268873507809,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,18,6.3e-05,R_postprocessed_sigma_virtual_work,-30.131354928016663,44.25699908131295,30.165910753567005,872.9616576406311,0.6808268873507809,virtual work from existing postprocessed sigma_tm_eff,True,True
7,19,6.5e-05,R_energy_exact,0.037712903576903045,0.053782775193831,0.0,0.0,0.7012078391452883,energy-conjugate to actual checkpoint mechanics objective,True,True
7,19,6.5e-05,R_virtual_energy_autograd_sigma,0.037712918128818274,0.05378279594647296,1.4551915228366852e-08,3.858603779656746e-07,0.7012078391452883,same as exact energy derivative if autograd stress is correct,True,True
7,19,6.5e-05,R_current_trial_energy,1.0636417428031564,1.5168708668454758,1.0259288392262533,27.20365556404877,0.7012078391452883,"current-strain mechanics diagnostic, not training history branch",True,True
7,19,6.5e-05,R_history_branch_energy,0.037712903576903045,0.053782775193831,0.0,0.0,0.7012078391452883,training-objective energy reaction,True,True
7,19,6.5e-05,R_legacy_top_sigma,0.7012078391452883,1.0,0.6634949355683852,17.59331349853256,0.7012078391452883,legacy top-boundary postprocessed sigma integral,False,True
7,19,6.5e-05,R_energy_consistent_top_boundary_sigma,0.0,0.0,0.037712903576903045,1.0,0.7012078391452883,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,19,6.5e-05,R_postprocessed_sigma_virtual_work,-34.48311984539032,49.17674606636209,34.52083274896722,915.3586564495984,0.7012078391452883,virtual work from existing postprocessed sigma_tm_eff,True,True
7,20,6.7e-05,R_energy_exact,0.02155911897716578,0.030786623048513595,0.0,0.0,0.7002755366573624,energy-conjugate to actual checkpoint mechanics objective,True,True
7,20,6.7e-05,R_virtual_energy_autograd_sigma,0.021559129891102202,0.030786638633716633,1.0913936421275139e-08,5.062329510233963e-07,0.7002755366573624,same as exact energy derivative if autograd stress is correct,True,True
7,20,6.7e-05,R_current_trial_energy,1.0187642183154821,1.4548048089447296,0.9972050993383164,46.254445758868926,0.7002755366573624,"current-strain mechanics diagnostic, not training history branch",True,True
7,20,6.7e-05,R_history_branch_energy,0.02155911897716578,0.030786623048513595,0.0,0.0,0.7002755366573624,training-objective energy reaction,True,True
7,20,6.7e-05,R_legacy_top_sigma,0.7002755366573624,1.0,0.6787164176801966,31.481639783103162,0.7002755366573624,legacy top-boundary postprocessed sigma integral,False,True
7,20,6.7e-05,R_energy_consistent_top_boundary_sigma,0.0,0.0,0.02155911897716578,1.0,0.7002755366573624,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,20,6.7e-05,R_postprocessed_sigma_virtual_work,-38.275014609098434,54.65707797218968,38.2965737280756,1776.351518289648,0.7002755366573624,virtual work from existing postprocessed sigma_tm_eff,True,True
7,21,6.9e-05,R_energy_exact,0.01816071744542569,0.02500961996383424,0.0,0.0,0.7261492766258516,energy-conjugate to actual checkpoint mechanics objective,True,True
7,21,6.9e-05,R_virtual_energy_autograd_sigma,0.01816073381633032,0.025009642508654097,1.6370904631912708e-08,9.014459192544841e-07,0.7261492766258516,same as exact energy derivative if autograd stress is correct,True,True
7,21,6.9e-05,R_current_trial_energy,0.9810372721403837,1.35101321962187,0.962876554694958,53.019742066274304,0.7261492766258516,"current-strain mechanics diagnostic, not training history branch",True,True
7,21,6.9e-05,R_history_branch_energy,0.01816071744542569,0.02500961996383424,0.0,0.0,0.7261492766258516,training-objective energy reaction,True,True
7,21,6.9e-05,R_legacy_top_sigma,0.7261492766258516,1.0,0.7079885591804259,38.984613978384075,0.7261492766258516,legacy top-boundary postprocessed sigma integral,False,True
7,21,6.9e-05,R_energy_consistent_top_boundary_sigma,0.0,0.0,0.01816071744542569,1.0,0.7261492766258516,boundary integral of energy-autograd stress; diagnostic traction proxy,False,True
7,21,6.9e-05,R_postprocessed_sigma_virtual_work,-42.15223714709282,58.04899695412319,42.170397864538245,2322.066735043009,0.7261492766258516,virtual work from existing postprocessed sigma_tm_eff,True,True
7,22,7.1e-05,R_energy_exact,0.012927604075230192,0.017913094600029735,0.0,0.0,0.7216845756628077,energy-conjugate to actual checkpoint mechanics objective,True,True
7,22,7.1e-05,R_virtual_energy_autograd_sigma,0.012927615898661315,0.0179131109831305,1.1823431123048067e-08,9.145879665128541e-07,0.7216845756628077,same as exact energy derivative if autograd stress is correct,True,True
