seed,step,Delta,reaction_primary_metric,reaction_metric_status,requires_checkpoint,is_energy_conjugate,is_legacy_diagnostic,softening_gate_eligible,checkpoint_available,exact_autograd_computable,energy_virtual_work_agrees_with_exact,energy_virtual_abs_error_N,energy_virtual_rel_error,reaction_N_energy_exact,reaction_N_energy_virtual_work,reaction_N_legacy_top_sigma,reaction_N_bottom_sigma_legacy,reaction_N_internal_cut_above,reaction_N_internal_cut_below,reaction_N_postprocessed_sigma_virtual_work,alpha0p8_through_crack,legacy_metric_status,legacy_softening_gate_eligible
7,18,6.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.8189894035458565e-08,5.263915344450091e-07,0.03455582555034198,0.03455580736044794,0.6808268873507809,-1.142288097458381,0.4506149878683711,0.6644983939636251,-30.131354928016663,True,legacy_diagnostic_only,False
7,19,6.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.4551915228366852e-08,3.858603779656746e-07,0.037712903576903045,0.037712918128818274,0.7012078391452883,-1.1359143628219817,0.4615015362268302,0.6279197043908142,-34.48311984539032,True,legacy_diagnostic_only,False
7,20,6.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.0913936421275139e-08,5.062329510233963e-07,0.02155911897716578,0.021559129891102202,0.7002755366573624,-1.1233416716392621,0.4254591035062726,0.6663936277489911,-38.275014609098434,True,legacy_diagnostic_only,False
7,21,6.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.6370904631912708e-08,9.014459192544841e-07,0.01816071744542569,0.01816073381633032,0.7261492766258516,-1.1249793272959128,0.43858741894963493,0.5924164779558223,-42.15223714709282,True,legacy_diagnostic_only,False
7,22,7.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1823431123048067e-08,9.145879665128541e-07,0.012927604075230192,0.012927615898661315,0.7216845756628077,-1.1186633755810798,0.41795576475710855,0.5297137396610571,-46.20829224586487,True,legacy_diagnostic_only,False
7,23,7.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,9.094947017729282e-09,7.451115096629786e-07,0.012206155588501133,0.012206146493554115,0.7347222573893782,-1.1296290378474707,0.395855773679211,0.5142560200415774,-51.193393766880035,True,legacy_diagnostic_only,False
7,24,7.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.7284841053187847e-09,2.5221934103661645e-07,0.010817901966220234,0.010817899237736128,0.7544227505774859,-1.1343272366231876,0.42398008652896085,0.5434285883063613,-55.64584955573082,True,legacy_diagnostic_only,False
7,25,7.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,3.637978807091713e-09,4.7257304207081505e-07,0.0076982360042165965,0.007698232366237789,0.7680484909366865,-1.07999169674373,0.4399784522101795,0.5379141699834513,-59.86389145255089,True,legacy_diagnostic_only,False
7,26,8e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,7.275957614183426e-09,7.234993493027727e-07,0.010056619430542924,0.01005661215458531,0.7712275739621465,-1.1164001883649035,0.44516009195524797,0.5536744084382818,-65.39946794509888,True,legacy_diagnostic_only,False
7,27,8.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.6370904631912708e-08,1.142713342359076e-06,0.014326344171422534,0.014326327800517902,0.7906880250428405,-1.1032227728379278,0.4705866958963,0.5442961404925403,-72.810597717762,True,legacy_diagnostic_only,False
7,28,8.6e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,0.0,0.0,0.009630443855712656,0.009630443855712656,0.7836383307179295,-1.1124138478489543,0.4858015763978453,0.45457349205184233,-79.64875549077988,True,legacy_diagnostic_only,False
7,29,8.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,9.094947017729282e-09,8.903887784658405e-07,0.010214579560852144,0.010214570465905126,0.7920138333648773,-1.1066280935960706,0.43383873349217494,0.48524500816549837,-86.55279129743576,True,legacy_diagnostic_only,False
7,30,9.2e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,4.092726157978177e-09,7.260163523083085e-07,0.005637236881739227,0.005637240974465385,0.7919954962911475,-1.0844541296649155,0.4932780463401472,0.4645256655544675,-92.50069409608841,True,legacy_diagnostic_only,False
7,31,9.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1368683772161603e-08,1.5015856444087827e-06,0.0075711191129812505,0.007571107744297478,0.7958750178318326,-1.1094444099080805,0.40005986073965355,0.4278969559829134,-99.89199042320251,True,legacy_diagnostic_only,False
7,32,9.8e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,3.637978807091713e-09,6.62920887435619e-07,0.005487802354764426,0.005487805992743233,0.7773006457540883,-1.090382838797555,0.4059454105124869,0.4356454761623413,-106.64232075214386,True,legacy_diagnostic_only,False
7,33,0.0001,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.6370904631912708e-08,2.0875635489137017e-06,0.00784211079007946,0.007842094419174828,0.7899191416840626,-1.1025048585562636,0.39065278890249855,0.44692571853037294,-110.92320084571838,True,legacy_diagnostic_only,False
13,0,1e-06,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,0.0,0.0,0.07881042984081432,0.07881042984081432,0.037442241874484535,-0.05311686193419933,0.044218994454087474,0.04838995681460435,0.05400784721132368,False,legacy_diagnostic_only,False
13,1,5e-06,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,8.731149137020111e-08,2.0400857815269417e-07,0.4279795102775097,0.4279794229660183,0.19163616324297192,-0.268637139625194,0.2314215633858605,0.252156258457008,0.26951514882966876,False,legacy_diagnostic_only,False
13,2,1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.820766091346741e-08,6.865830211726412e-08,0.8477876544930041,0.847787712700665,0.3747238116052988,-0.5233995804127435,0.4478271992773866,0.4888219992173729,0.5285026854835451,False,legacy_diagnostic_only,False
13,3,1.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,9.38231527394015e-08,1.2407952453941107,1.2407953618094325,0.5270649606710509,-0.7534159373215125,0.6356660376104307,0.7037330038659797,0.7649355684407055,False,legacy_diagnostic_only,False
13,4,2e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.3283064365386963e-07,1.4699677143641056e-07,1.583916717208922,1.5839164843782783,0.637584225153772,-0.9408712267149891,0.778530767432385,0.8711976821997702,0.9546114597469568,False,legacy_diagnostic_only,False
13,5,2.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,6.53421294294286e-08,1.7816273029893637,1.7816271865740418,0.6888967609873091,-1.0550813200033837,0.8605991975030077,0.9822416879963375,0.9285788401030004,False,legacy_diagnostic_only,False
13,6,3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,6.300246037208245e-08,1.8477900885045528,1.8477902049198747,0.6947862667568702,-1.119141004073881,0.9003227839974065,1.0449446907657856,0.48740406055003405,False,legacy_diagnostic_only,False
13,7,3.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,6.69744724119423e-08,1.738204387947917,1.7382045043632388,0.6859504755244915,-1.1373983937797396,0.8656144133232562,1.0415057521730287,-0.6807290483266115,False,legacy_diagnostic_only,False
13,8,4e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,7.945525477327443e-08,1.4651683159172535,1.4651684323325753,0.6858128828986199,-1.135994525917511,0.8250393613170383,0.9838457554528494,-2.7262321673333645,False,legacy_diagnostic_only,False
13,9,4.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.820766091346741e-08,6.074625929091256e-08,0.9582097991369665,0.9582098573446274,0.7361550020105776,-1.1425743393837047,0.7498481026382631,0.8670827430565613,-6.183522287756205,False,legacy_diagnostic_only,False
13,10,4.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,0.0,0.0,0.7826319779269397,0.7826319779269397,0.7570219453425842,-1.1396606721659153,0.7000457053366538,0.8377709453311352,-7.862860336899757,False,legacy_diagnostic_only,False
13,11,4.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.820766091346741e-08,9.805103948809513e-08,0.593646545894444,0.5936464876867831,0.7596221226932346,-1.1422001698809487,0.6626470156666572,0.8217287791928681,-9.630377404391766,False,legacy_diagnostic_only,False
13,12,5.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.820766091346741e-08,1.4439959874239502e-07,0.40310126496478915,0.40310132317245007,0.7773957107567939,-1.1381281633726241,0.6657423294181468,0.7951311780081053,-11.98564562946558,False,legacy_diagnostic_only,False
13,13,5.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,8.731149137020111e-08,3.878745001024958e-07,0.2251024270663038,0.22510233975481242,0.7797367818428649,-1.1384655306182512,0.6502991485290078,0.7810932649093566,-14.422045089304447,False,legacy_diagnostic_only,False
13,14,5.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.0186340659856796e-07,7.598625821085796e-07,0.13405503705143929,0.1340549351880327,0.7813672506594183,-1.136394445131735,0.6569949598328645,0.7507389681580857,-16.985373571515083,True,legacy_diagnostic_only,False
13,15,5.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.9103830456733704e-08,3.93072374549232e-07,0.07404191273963079,0.07404194184346125,0.7718744116551054,-1.139103846991885,0.6114664726549944,0.6948945237341749,-19.96435597538948,True,legacy_diagnostic_only,False
13,16,5.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.8189894035458565e-08,3.3650049845818837e-07,0.05405606862041168,0.054056086810305715,0.7737282783082333,-1.1221333687541215,0.5689027307900226,0.7145799820482707,-23.63445609807968,True,legacy_diagnostic_only,False
13,17,6.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.4551915228366852e-08,4.47527861686144e-07,0.03251622183597647,0.032516236387891695,0.7732998434815043,-1.124757228677232,0.612048086904404,0.6991816371070849,-27.51394547522068,True,legacy_diagnostic_only,False
13,18,6.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,4.18367562815547e-08,1.6353070470286578e-06,0.025583425667718984,0.025583383830962703,0.7755159958052136,-1.1067200738955718,0.5943588344086879,0.6587289024296885,-30.869372189044952,True,legacy_diagnostic_only,False
13,19,6.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.093170329928398e-08,2.2541519264586152e-06,0.022594618712901138,0.022594669644604437,0.7351442488088394,-1.1161384338128986,0.547231551189641,0.6434134331689648,-34.9242202937603,True,legacy_diagnostic_only,False
13,20,6.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.0913936421275139e-08,6.33778157575207e-07,0.017220436347997747,0.017220425434061326,0.7498049653893462,-1.0964455891664682,0.5067849775370662,0.6001057691750435,-38.424935191869736,True,legacy_diagnostic_only,False
13,21,6.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.8189894035458565e-09,1.76103061146681e-07,0.010329118595109321,0.010329120414098725,0.7628717899383225,-1.0998390805264535,0.5246849571040423,0.6330942420563083,-42.43190586566925,True,legacy_diagnostic_only,False
13,22,7.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,9.094947017729282e-10,6.698508697611633e-08,0.013577569916378707,0.013577570825873408,0.7620909403578867,-1.070935108926646,0.517863007931011,0.6039996225821714,-47.23585024476051,True,legacy_diagnostic_only,False
13,23,7.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.4551915228366852e-08,1.5647393804316628e-06,0.009299897101300303,0.009299911653215531,0.7608456254672288,-1.0710869937415144,0.5047088317285239,0.5925165748803864,-51.309119910001755,True,legacy_diagnostic_only,False
13,24,7.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.2737367544323206e-08,3.2323794430752443e-06,0.007034250756987603,0.007034273494355148,0.7994274244716129,-1.088133042960877,0.4337621891497443,0.5426834475764559,-55.941857397556305,True,legacy_diagnostic_only,False
13,25,7.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.8189894035458565e-09,3.6934079869578376e-07,0.0049249620133196,0.004924963832309004,0.8470217135211844,-1.0567869692230558,0.4759250758877464,0.5218517047829057,-61.25044822692871,True,legacy_diagnostic_only,False
13,26,8e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.2732925824820995e-08,2.4276745886023626e-06,0.0052449063332460355,0.005244893600320211,0.8536242761557299,-1.0977836070503413,0.4766035932016343,0.5142557174362217,-66.92816317081451,True,legacy_diagnostic_only,False
13,27,8.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,3.637978807091713e-09,4.287833700657754e-07,0.008484421414323151,0.008484425052301958,0.8789804599636047,-1.0989397429561236,0.49268540754213946,0.5566380941053481,-73.95104318857193,True,legacy_diagnostic_only,False
13,28,8.6e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,4.092726157978177e-09,7.66363913183571e-07,0.005340447387425229,0.005340451480151387,0.9197303845958731,-1.0895868904179495,0.44454742470017256,0.5186438884566266,-81.94948732852936,True,legacy_diagnostic_only,False
13,29,8.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,3.183231456205249e-09,5.431240495329134e-07,0.005860965757165104,0.005860962573933648,0.8955894756888404,-1.088566958967517,0.44791011274937914,0.46312940971071853,-87.87801861763,True,legacy_diagnostic_only,False
13,30,9.2e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.8189894035458565e-09,4.030173912079741e-07,0.004513426574703772,0.004513424755714368,0.9020757848117064,-1.0618223853136792,0.5016178056969013,0.3939620284778188,-93.40191632509232,True,legacy_diagnostic_only,False
13,31,9.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,4.092726157978177e-09,7.546251604940984e-07,0.005423521997727221,0.005423517905001063,0.9244341924112514,-1.0537032207199872,0.5218950912201493,0.3115604537902803,-101.52079164981842,True,legacy_diagnostic_only,False
13,32,9.8e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.4569682106375694e-09,1.0850033192059873e-06,0.0050294484026380815,0.005029442945669871,0.9226226256209128,-1.0407220963379509,0.5906787823876939,0.5447054675768224,-107.90063440799713,True,legacy_diagnostic_only,False
13,33,0.0001,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,3.637978807091713e-09,3.9265842614060644e-07,0.009264996151614469,0.009264999789593276,0.9588290965451763,-1.0400941465225855,0.3844944287335414,0.5839457548785683,-111.55984550714493,True,legacy_diagnostic_only,False
42,0,1e-06,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,7.275957614183426e-09,9.229757365369452e-08,0.07883151556598023,0.07883152284193784,0.037233145379384866,-0.053053940393964195,0.04422149407815532,0.04820653543017742,0.05417403735918924,False,legacy_diagnostic_only,False
42,1,5e-06,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.9103830456733704e-08,6.821702591912721e-08,0.42663587373681366,0.4266358446329832,0.1941498174006997,-0.2674740862677367,0.22972313009400389,0.25011283874451806,0.2679198805708438,False,legacy_diagnostic_only,False
42,2,1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.820766091346741e-08,6.860932601079719e-08,0.8483928395435214,0.8483927813358605,0.3753550101230382,-0.5231638425384131,0.44719491156727575,0.48965388620489686,0.527596625033766,False,legacy_diagnostic_only,False
42,3,1.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,9.37939453944781e-08,1.2411816278472543,1.2411815114319324,0.5313720197425076,-0.7532968960245012,0.6357196429007096,0.7002699032866252,0.7652240456081927,False,legacy_diagnostic_only,False
42,4,2e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,7.341165622936444e-08,1.585787977091968,1.5857880935072899,0.639697943837563,-0.9427269590073595,0.7816494968647951,0.866623989488531,0.9579625329934061,False,legacy_diagnostic_only,False
42,5,2.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,6.512927705590658e-08,1.7874499317258596,1.7874500481411815,0.6910149878027371,-1.058199312066119,0.8707868890891682,0.9768009565607073,0.9427054901607335,False,legacy_diagnostic_only,False
42,6,3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,0.0,0.0,1.8282063538208604,1.8282063538208604,0.7109326318060334,-1.1199940975707103,0.8909720890403606,1.0363172289477784,0.409427477279678,False,legacy_diagnostic_only,False
42,7,3.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.3283064365386963e-07,1.3590433530752502e-07,1.7131951171904802,1.7131948843598366,0.698468776169178,-1.138755653210268,0.898520303014517,1.0477849518353686,-0.9295455529354513,False,legacy_diagnostic_only,False
42,8,4e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.3283064365386963e-07,1.5927687026683892e-07,1.4617982087656856,1.4617984415963292,0.6794006960103917,-1.1418011765141378,0.8164468770031029,0.9959565455460752,-3.1301917042583227,False,legacy_diagnostic_only,False
42,9,4.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,1.1821956138887651e-07,0.9847382316365838,0.984738115221262,0.7301718322810048,-1.1421033300948453,0.679107145721724,0.9126976247465926,-6.9214641116559505,False,legacy_diagnostic_only,False
42,10,4.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.7462298274040222e-07,2.1880486304019e-07,0.7980763330124319,0.7980765076354146,0.7377942371382967,-1.1401678290044364,0.6648628646490983,0.874740648790676,-8.704385720193386,False,legacy_diagnostic_only,False
42,11,4.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1641532182693481e-07,1.9182876597034423e-07,0.6068710354156792,0.6068709190003574,0.7338117166790525,-1.1426583438870723,0.6066383737034234,0.8368007983067428,-10.91871503740549,False,legacy_diagnostic_only,False
42,12,5.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,8.731149137020111e-08,1.953658313105915e-07,0.4469128034543246,0.44691271614283323,0.7273924979182372,-1.141060306582386,0.5990844716984788,0.8010084220064355,-13.33847176283598,False,legacy_diagnostic_only,False
42,13,5.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,5.820766091346741e-08,1.9960904572304683e-07,0.2916083321906626,0.2916082739830017,0.7479139236774265,-1.1455947137909144,0.5621383063765844,0.7851081785789963,-16.264673322439194,False,legacy_diagnostic_only,False
42,14,5.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,2.9103830456733704e-08,2.585067628277357e-07,0.1125844064517878,0.11258437734795734,0.7530319941204937,-1.1393158553836773,0.5617701335756473,0.7534376921527014,-19.290776923298836,True,legacy_diagnostic_only,False
42,15,5.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,7.275957614183426e-09,9.142042195095751e-08,0.07958788046380505,0.07958788773976266,0.7465240173086805,-1.1281095645196453,0.5302040590812381,0.7550653706104538,-22.485462948679924,True,legacy_diagnostic_only,False
42,16,5.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,7.275957614183426e-09,1.6733006063623073e-07,0.04348266884335317,0.04348266156739555,0.7416398902832312,-1.1339496592831027,0.5181874740250036,0.7262775226242117,-25.466008111834526,True,legacy_diagnostic_only,False
42,17,6.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,4.18367562815547e-08,1.742919918285852e-06,0.024003831640584394,0.024003873477340676,0.7641108271196903,-1.127531316348456,0.5309445776174255,0.677986622924314,-29.263339936733246,True,legacy_diagnostic_only,False
42,18,6.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,3.637978807091713e-09,1.893674530560451e-07,0.01921121474879328,0.019211211110814475,0.7853152919946076,-1.1255567010801342,0.4181942938163913,0.6570663023362933,-33.35406631231308,True,legacy_diagnostic_only,False
42,19,6.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.8189894035458565e-08,7.920218686742204e-07,0.02296640377608128,0.022966421965975314,0.7671061494698741,-1.1354015915399436,0.48152469119075453,0.6947667808019427,-37.05839812755585,True,legacy_diagnostic_only,False
42,20,6.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.0913936421275139e-08,6.517579214657775e-07,0.0167453836183995,0.01674537270446308,0.7590693588268155,-1.1201169097014614,0.4768780643503313,0.686561868503355,-41.10199213027954,True,legacy_diagnostic_only,False
42,21,6.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,4.547473508864641e-09,4.947444288808841e-07,0.009191560820909217,0.009191556273435708,0.7605187055292238,-1.1295656848267224,0.4911816322997996,0.6469277320675723,-45.38596794009209,True,legacy_diagnostic_only,False
42,22,7.1e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.000444171950221e-08,8.969577395099366e-07,0.01115374925575452,0.011153759260196239,0.846388458824226,-1.1158243069503015,0.4516504602005583,0.6699240325162688,-49.67990517616272,True,legacy_diagnostic_only,False
