case_id,case,stage,top_u_mode,prefit_kind,Delta,alpha_mode,l0,tm_source,prefit_epochs,energy_epochs,curriculum_epochs,strain_weight,displacement_mse,displacement_rel_rmse,strain_mse,strain_rel_rmse,u_corr,v_corr,strain_corr,He_current_corr,mechanics_energy_log10,elastic_energy,fracture_energy,mixed_mode_ratio,reaction_N_tm_eff_proxy,notch_tip_He_current_max,bulk_He_current_p95,bottom_right_He_current_max,bulk_to_notch_He_current,bottom_to_notch_He_current,max_He_current,max_He_current_x,max_He_current_y,target_notch_tip_He_current_max,target_bulk_He_current_p95,target_bottom_right_He_current_max,target_bulk_to_notch_He_current,target_bottom_to_notch_He_current,target_max_He_current,target_max_He_current_x,target_max_He_current_y,classification,case_group,start_prefit,continuation_mode,energy_mode,energy_scale,normalized_mechanics_energy,lambda_u,lambda_eps,lambda_trust_u,lambda_trust_eps,checkpoint,bottom_u_abs_max,bottom_v_abs_max,top_v_minus_delta_abs_max,top_u_free_abs_mean,pass_He_current_corr,pass_strain_corr,pass_bulk_to_notch,pass_bottom_to_notch,pass_displacement_rel_rmse,success_all_thresholds
global_disp_strain_anchor_lamU_1e-03_lamEps_1e-05,global_displacement_plus_strain_anchor,final,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.250405034625146e-06,0.9980997443199158,0.06579331308603287,0.9991059899330139,0.3687886893749237,0.6654883623123169,0.6983526349067688,0.7266640663146973,-9.155411720275879,6.991789369692469e-10,0.0,1.006441354751587,-0.12640391290187836,0.00015503671602346003,1.9943900042562746e-05,1.0605112947814632e-06,0.12863985095985167,0.006840388018932157,0.00017323069914709777,0.00011280964827165008,0.0002940627164207399,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,global_displacement_plus_strain_anchor,disp_strain_global,global_displacement_plus_strain_anchor,normalized,0.00040314957732334733,1.734291628460442e-06,0.001,1e-05,0.0,0.0,final,0.0,0.0,0.0,3.6563903904607287e-06,False,False,True,True,False,False
global_disp_strain_anchor_lamU_1e-02_lamEps_1e-04,global_displacement_plus_strain_anchor,final,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2176665222796146e-06,0.9849467873573303,0.06490234285593033,0.9923179745674133,0.18205519020557404,0.8915817141532898,0.702404260635376,0.8086168766021729,-7.237607479095459,5.7861932134528615e-08,0.0,1.006441354751587,-1.7796838283538818,0.0006389146437868476,0.0015532395336776972,0.000380889541702345,2.431059530067499,0.5961509027947965,0.014679741114377975,0.00011280964827165008,0.0002940627164207399,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,global_displacement_plus_strain_anchor,disp_strain_global,global_displacement_plus_strain_anchor,normalized,0.00040314957732334733,0.0001435247247899761,0.01,0.0001,0.0,0.0,final,0.0,0.0,0.0,3.605827805586159e-05,True,False,False,False,False,False
global_disp_strain_anchor_lamU_1e-01_lamEps_1e-03,global_displacement_plus_strain_anchor,final,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,9.885324061542633e-07,0.8874502778053284,0.055485520511865616,0.9175093770027161,0.7230935096740723,0.9300918579101562,0.8382906913757324,0.746566653251648,-5.4226179122924805,3.7790441638207994e-06,0.0,1.006441354751587,-18.074703216552734,0.024416310712695122,0.09963101893663406,0.0022070426493883133,4.080510774497618,0.09039214299647547,0.8461045622825623,0.00011280964827165008,0.0002940627164207399,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,global_displacement_plus_strain_anchor,disp_strain_global,global_displacement_plus_strain_anchor,normalized,0.00040314957732334733,0.009373801626957445,0.1,0.001,0.0,0.0,final,0.0,0.0,0.0,0.00016964749374892563,False,False,False,True,False,False
trust_region_lamU_1e-03_chunk_01,trust_region_to_previous_step,chunk_01,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2522273209469859e-06,0.9988267421722412,0.06583525240421295,0.9994243383407593,0.5459524393081665,-0.16326922178268433,0.2864023447036743,0.16977368295192719,-8.718657493591309,1.911361735551509e-09,0.0,1.006441354751587,-0.03949495404958725,9.443893213756382e-05,4.176604488748126e-05,2.736771057243459e-05,0.4422545230249219,0.28979267292613603,0.0002716616145335138,0.0038107382133603096,0.007913004606962204,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,collapsed/non-target,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,4.741073395739903e-06,0.0,0.0,0.001,0.0,chunk_01,0.0,0.0,0.0,1.0656922313501127e-06,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_02,trust_region_to_previous_step,chunk_02,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543741831905209e-06,0.999682605266571,0.0659099742770195,0.9999913573265076,0.23534290492534637,-0.18924389779567719,0.05316374450922012,0.05402333661913872,-10.17044734954834,6.753878706300398e-11,0.0,1.006441354751587,0.07730881869792938,2.3430575311067514e-06,1.0896274034166709e-06,1.7089016637328314e-06,0.4650450912752371,0.7293468645328678,2.3430575311067514e-06,0.005080104805529118,0.004882340785115957,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,collapsed/non-target,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.6752786276353775e-07,0.0,0.0,0.001,0.0,chunk_02,0.0,0.0,0.0,1.6609222086572117e-07,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_03,trust_region_to_previous_step,chunk_03,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543209777504671e-06,0.9996614456176758,0.06591124832630157,1.0000009536743164,0.14556609094142914,-0.08674319833517075,0.04518004134297371,-0.020106712356209755,-10.199400901794434,6.318289641482622e-11,0.0,1.006441354751587,0.08586516231298447,6.942989898561791e-07,7.069867820064246e-07,8.335273946613597e-07,1.0182742483218559,1.2005309050413873,8.335273946613597e-07,0.009704736061394215,0.00011349347187206149,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.56723211355745e-07,0.0,0.0,0.001,0.0,chunk_03,0.0,0.0,0.0,6.044268019422816e-08,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_04,trust_region_to_previous_step,chunk_04,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543225693661952e-06,0.9996620416641235,0.0659114420413971,1.0000025033950806,0.09943526983261108,-0.0852837786078453,0.038836028426885605,-0.04211242496967316,-10.200546264648438,6.301650173901052e-11,0.0,1.006441354751587,0.08426173031330109,6.521355544464313e-07,6.776887744308624e-07,9.157054137176601e-07,1.0391839086370962,1.4041642224137916,9.157054137176601e-07,0.009704736061394215,0.00011349347187206149,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.5631047453255283e-07,0.0,0.0,0.001,0.0,chunk_04,0.0,0.0,0.0,7.40573113944265e-08,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_05,trust_region_to_previous_step,chunk_05,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543241609819233e-06,0.9996626973152161,0.06591109186410904,0.9999998211860657,0.2132670283317566,-0.088467076420784,0.05217287689447403,-0.10568798333406448,-10.200286865234375,6.305406197171237e-11,0.0,1.006441354751587,0.08606310933828354,6.685164635200636e-07,6.86143664552219e-07,8.547683592041722e-07,1.026367639383688,1.2786048001023071,8.547683592041722e-07,0.009704736061394215,0.00011349347187206149,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.5640364152270877e-07,0.0,0.0,0.001,0.0,chunk_05,0.0,0.0,0.0,4.6250104190903585e-08,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_06,trust_region_to_previous_step,chunk_06,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543190450742259e-06,0.9996606707572937,0.06591132283210754,1.0000015497207642,0.14719070494174957,-0.07881338149309158,0.04661458358168602,0.0033792899921536446,-10.20068645477295,6.29962124132355e-11,0.0,1.006441354751587,0.08604215085506439,6.641439540544525e-07,6.577055273737642e-07,8.380102940463985e-07,0.9903056759887926,1.2617901419271083,8.380102940463985e-07,0.009704736061394215,0.00011349347187206149,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.5626014749039214e-07,0.0,0.0,0.001,0.0,chunk_06,0.0,0.0,0.0,4.853418644756857e-08,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_07,trust_region_to_previous_step,chunk_07,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543210914373049e-06,0.9996615052223206,0.0659114196896553,1.0000022649765015,0.12251491844654083,-0.07585248351097107,0.04359130933880806,-0.02963470295071602,-10.200899124145508,6.296523719084846e-11,0.0,1.006441354751587,0.08677135407924652,6.588567771359521e-07,6.621289685426746e-07,9.053882195075857e-07,1.00496646846519,1.3741806276066626,9.053882195075857e-07,0.00988017488270998,0.0002885742287617177,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.561833144137145e-07,0.0,0.0,0.001,0.0,chunk_07,0.0,0.0,0.0,5.623078536132198e-08,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_08,trust_region_to_previous_step,chunk_08,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.2543174534584978e-06,0.9996600151062012,0.0659111812710762,1.0000004768371582,0.12282271683216095,-0.06990945339202881,0.04959133267402649,0.041802629828453064,-10.20102596282959,6.294696708319947e-11,0.0,1.006441354751587,0.08680935949087143,6.74797206556832e-07,6.773911422897072e-07,8.386572858398722e-07,1.0038440226303111,1.2428286271651006,8.386572858398722e-07,0.00988017488270998,0.0002885742287617177,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.5613799597937483e-07,0.0,0.0,0.001,0.0,chunk_08,0.0,0.0,0.0,4.910369355570765e-08,False,False,False,False,False,False
trust_region_lamU_1e-03_chunk_09,trust_region_to_previous_step,chunk_09,free,disp_strain_global,1e-06,zero_fixed,0.00015,split,0,300,0,1e-05,1.254319386134739e-06,0.9996607899665833,0.06591121107339859,1.0000007152557373,0.1367056965827942,-0.07588235288858414,0.04966166242957115,0.15732838213443756,-10.201106071472168,6.293521259692625e-11,0.0,1.006441354751587,0.08821696788072586,6.689014639960078e-07,6.653218633800861e-07,8.850691983752768e-07,0.9946485382248423,1.3231682781614589,8.850691983752768e-07,0.00988017488270998,0.0002885742287617177,34.6502799987793,8.122098922729492,0.9916369915008545,0.23440211516373397,0.028618440934266305,48.69594192504883,0.00011280964827165008,0.0002940627164207399,boundary-dominated,trust_region_to_previous_step,disp_strain_global,trust_region_to_previous_step,normalized,0.00040314957732334733,1.5610883934140622e-07,0.0,0.0,0.001,0.0,chunk_09,0.0,0.0,0.0,4.9729688811339656e-08,False,False,False,False,False,False
